City,State,2010 Actual,2020 Estimate,2016 Land Area (sq mi),Population Change,Population Density 2010,Population Density 2020
Pompano Beach , Florida ,99845.0,112360.0,24.0,12.534428363964146,4160.208333333333,4681.666666666667
Davenport , Iowa ,99685.0,101799.0,62.9,2.1206801424487134,1584.8171701112879,1618.4260731319555
Santa Maria , California ,99553.0,105851.0,22.8,6.326278464737375,4366.359649122807,4642.587719298245
El Cajon , California ,99478.0,102401.0,14.5,2.9383381250125655,6860.551724137931,7062.137931034483
Richardson , Texas ,99223.0,121112.0,28.6,22.06040938088951,3469.335664335664,4234.685314685315
Rialto , California ,99171.0,104132.0,22.3,5.002470480281533,4447.130044843049,4669.596412556054
Broken Arrow , Oklahoma ,98850.0,111648.0,61.7,12.946889226100152,1602.1069692058345,1809.5299837925445
Las Cruces , New Mexico ,97618.0,105096.0,76.9,7.660472453850724,1269.414824447334,1366.6579973992198
North Charleston , South Carolina ,97471.0,118752.0,73.7,21.833160632393227,1322.5373134328358,1611.2890094979646
Lakeland , Florida ,97422.0,115283.0,65.9,18.33364127199195,1478.3308042488618,1749.3626707132016
Boulder , Colorado ,97385.0,107645.0,24.8,10.535503414283513,3926.814516129032,4340.524193548387
San Mateo , California ,97207.0,102398.0,12.1,5.340150400691308,8033.636363636364,8462.644628099173
Tyler , Texas ,96900.0,108222.0,56.6,11.68421052631579,1712.0141342756183,1912.0494699646642
Clovis , California ,95631.0,117662.0,24.2,23.037508757620436,3951.694214876033,4862.06611570248
Lewisville , Texas ,95290.0,112232.0,36.7,17.77941022142932,2596.4577656675747,3058.0926430517707
College Station , Texas ,93857.0,119260.0,51.0,27.065642413458775,1840.3333333333333,2338.4313725490197
Sandy Springs , Georgia ,93853.0,109928.0,37.7,17.127848870041447,2489.46949602122,2915.862068965517
Vista , California ,93834.0,100636.0,18.7,7.248971588123708,5017.860962566845,5381.604278074867
San Angelo , Texas ,93200.0,101612.0,59.9,9.025751072961373,1555.9265442404007,1696.3606010016695
Greeley , Colorado ,92889.0,108958.0,47.8,17.299141986672264,1943.284518828452,2279.456066945607
Vacaville , California ,92428.0,101332.0,29.0,9.63344441078461,3187.1724137931033,3494.206896551724
Kent , Washington ,92411.0,130676.0,33.7,41.407408208979454,2742.166172106825,3877.6261127596435
Davie[ac] , Florida ,91992.0,106306.0,34.9,15.560048699886947,2635.873925501433,3046.0171919770773
Hillsboro , Oregon ,91611.0,110985.0,25.0,21.148115400988964,3664.44,4439.4
Lee's Summit , Missouri ,91364.0,101467.0,63.8,11.057965938444026,1432.037617554859,1590.3918495297805
Macon[w] , Georgia ,91351.0,152737.0,249.3,67.19795076134908,366.4300040112314,612.6634576815082
Pearland , Texas ,91252.0,123562.0,46.3,35.407443124534254,1970.8855291576674,2668.725701943845
Renton , Washington ,90927.0,101494.0,23.4,11.621410582115322,3885.769230769231,4337.350427350428
Tuscaloosa , Alabama ,90468.0,102819.0,71.7,13.652341159304948,1261.7573221757323,1434.0167364016736
Sparks , Nevada ,90264.0,106900.0,35.9,18.430381990605333,2514.3175487465182,2977.715877437326
Spokane Valley , Washington ,89755.0,102893.0,37.7,14.637624644866582,2380.7692307692305,2729.257294429708
Chico , California ,86187.0,102867.0,33.3,19.353266733962197,2588.1981981981985,3089.0990990990995
Allen , Texas ,84246.0,109379.0,27.1,29.832870403342593,3108.7084870848707,4036.125461254612
League City , Texas ,83560.0,108477.0,51.2,29.81929152704643,1632.03125,2118.69140625
Nampa , Idaho ,81557.0,103215.0,33.0,26.555660458329754,2471.4242424242425,3127.7272727272725
Carmel , Indiana ,79191.0,101643.0,47.5,28.35170663332954,1667.178947368421,2139.8526315789472
Sugar Land , Texas ,78817.0,117875.0,34.0,49.555298983721784,2318.1470588235293,3466.9117647058824
Edinburg , Texas ,77100.0,102374.0,37.6,32.78080415045396,2050.531914893617,2722.7127659574467
Bend , Oregon ,76639.0,101886.0,33.1,32.94275760383095,2315.3776435045315,3078.1268882175227
Meridian , Idaho ,75092.0,121182.0,29.8,61.37804293400095,2519.8657718120803,4066.510067114094
Jurupa Valley , California ,,109745.0,42.9,,,2558.158508158508
South Fulton , Georgia ,,102567.0,84.8,,,1209.5165094339623
